id,note,translate
725,"A relentless automaton built for riot control, deploying non-lethal and brutal measures with mechanical precision","Un automa implacabile costruito per il controllo delle rivolte, che impiega misure non letali e brutali con precisione meccanica"
726,A haunting merfolk whose mournful song drags victims into oblivion beneath the waves,Un'inquietante tritone il cui canto lugubre trascina le vittime nell'oblio sotto le onde
727,"A molten sentinel forged in rock and flame, protecting sacred forges with impenetrable stone plating","Una sentinella fusa forgiata nella roccia e nel fuoco, che protegge le fucine sacre con una placcatura di pietra impenetrabile"
728,Apprentice of flames,Apprendista delle fiamme
729,Master of ice and frost,Maestro del ghiaccio e del gelo
730,Bringer of thunder and lightning,Portatore di tuoni e fulmini
731,Master of the ocean’s fury,Signore della furia dell'oceano
732,Grandmaster of all schools of magic,Gran Maestro di tutte le scuole di magia
733,"A novice of the divine light, wielding basic prayers and protective auras","Un novizio della luce divina, che esercita preghiere di base e aure protettive"
734,A devoted cleric who shapes light into shields and healing prayers,Un chierico devoto che trasforma la luce in scudi e preghiere di guarigione
735,A celestial envoy whose wings shine with righteous fire and judgment,Un inviato celeste le cui ali brillano di fuoco giusto e giudizio
736,"The supreme conduit of divine power, weaving life, death, and judgment in equal measure","Il canale supremo del potere divino, che intreccia vita, morte e giudizio in egual misura"
737,A living sculpture of kaleidoscopic crystal shards that refract reality itself.,Una scultura vivente di frammenti di cristallo caleidoscopici che rifrangono la realtà stessa.
738,A warped canvas inhabited by chaotic pigments that twist forms into nightmarish parodies.,"Una tela deformata, abitata da pigmenti caotici che distorcono le forme trasformandole in parodie da incubo."
739,"A legendary beast whose mane and tail spin with chaotic hues, its roar warping reality in a spectrum of fear.","Una bestia leggendaria la cui criniera e la cui coda turbinano con tinte caotiche, il cui ruggito deforma la realtà in uno spettro di paura."
740,"A spectral artist that drapes the battlefield in haunting hues, leaving foes lost in its colorful illusions.","Un artista spettrale che drappeggia il campo di battaglia con tinte inquietanti, lasciando i nemici persi nelle sue illusioni colorate."
741,"Once a masterpiece, now a forlorn statue that weeps obsidian tears capable of corroding the soul.","Un tempo capolavoro, ora una statua desolata che piange lacrime di ossidiana capaci di corrodere l'anima."
742,A towering fungal colossus whose glowing spores entangle and poison all who draw near.,Un imponente colosso fungino le cui spore luminose avvolgono e avvelenano chiunque gli si avvicini.
743,"A fractured automaton fused with aetheric energies, slicing foes with electric arcs and draining their vigor.","Un automa fratturato fuso con energie eteriche, che affetta i nemici con archi elettrici e ne prosciuga il vigore."
744,A subterranean serpent with scales of shadow and venom so potent it petrifies flesh on contact.,Un serpente sotterraneo con scaglie d'ombra e un veleno così potente da pietrificare la carne al contatto.
745,"A demonspawn mage born of volcanic fury, its molten heart unleashes searing infernos and ash storms.","Un mago demoniaco nato dalla furia vulcanica, il cui cuore fuso scatena inferni roventi e tempeste di cenere."
746,"A restless spirit of sound and shadow, its haunting echoes disorient enemies and sap their will.","Uno spirito inquieto di suoni e ombre, i cui echi inquietanti disorientano i nemici e indeboliscono la loro volontà."
747,"A fierce pack predator of the frozen north, tearing through prey with razor-sharp fangs.","Un feroce predatore in branco del gelido nord, che squarcia la preda con zanne affilate come rasoi."
748,A cunning scavenger that strikes weakened prey and slips away into the brush.,Un astuto spazzino che colpisce le prede indebolite e si nasconde nella vegetazione.
749,"A hulking boar driven into a frenzy, trampling anything in its path with deadly tusks.","Un cinghiale gigantesco, spinto dalla frenesia, che calpesta tutto ciò che incontra sul suo cammino con le sue zanne mortali."
750,"A massive ursine apex predator, swiping and mauling foes with bone-crushing strength.","Un enorme predatore orsino di vertice, che colpisce e massacra i nemici con una forza tale da spezzare le ossa."
751,A nocturnal scavenger that feigns death to avoid attackers before striking with surprising ferocity.,Uno spazzino notturno che finge di essere morto per evitare gli aggressori prima di colpire con sorprendente ferocia.
752,"A burly beetle armored in horned chitin, goring foes with its razor-sharp mandibles.","Un corpulento scarabeo ricoperto di chitina cornuta, che infilza i nemici con le sue mandibole affilate come rasoi."
753,"A stout rodent bristling with quills, spraying foes with barbed spines when threatened.","Un roditore robusto e irto di aculei, che quando si sente minacciato, spruzza i suoi aculei sui nemici."
754,A titanic pachyderm whose thunderous steps crush bone and shatter shields alike.,Un pachiderma titanico i cui passi fragorosi frantumavano ossa e mandavano in frantumi gli scudi.
755,A nocturnal flier emitting a disorienting screech that blinds prey before the kill.,Un volatile notturno che emette uno stridio disorientante che acceca la preda prima di ucciderla.
756,"A feral digger that bursts from below, tripping foes with a seismic charge.","Uno scavatore selvaggio che esplode dal basso, facendo inciampare i nemici con una carica sismica."
757,"A venomous serpent of the dunes, striking with deadly precision and injecting potent toxins.","Un serpente velenoso delle dune, che colpisce con precisione mortale e inietta potenti tossine."
758,"A massive bear of the frozen wastes, its crushing paws and icy breath punish any who dare approach.","Un enorme orso delle lande ghiacciate, le cui zampe schiaccianti e il cui alito gelido puniscono chiunque osi avvicinarsi."
759,"A furious bull with iron-hard horns, goring and trampling its foes in a relentless charge.","Un toro furioso dalle corna dure come il ferro, che incorna e calpesta i suoi nemici in una carica implacabile."
760,A sleek black bird whose chilling cry foretells doom; it blinds prey with a cloud of enchanted dust.,Un elegante uccello nero il cui grido agghiacciante predice la sventura; acceca la preda con una nuvola di polvere incantata.
761,"A regal raptor that dives at break-neck speed, shredding armor with its talons and piercing cry.","Un rapace regale che si lancia in picchiata a velocità vertiginosa, lacerando l'armatura con i suoi artigli e lanciando un grido acuto."
762,"A venom-soaked serpent of the dunes, its fangs drip a paralytic toxin that cripples prey.","Un serpente delle dune intriso di veleno, le cui zanne secernono una tossina paralizzante che paralizza la preda."
763,A massive cave bear whose icy fur shields it from harm as it rends flesh with chilling mauls.,Un enorme orso delle caverne la cui pelliccia ghiacciata lo protegge dai danni mentre lacera la carne con agghiaccianti machete.
764,"A furious bull with iron-like horns, battering foes senseless in a brutal charge.","Un toro furioso con corna di ferro, che travolge i nemici fino a stordirli con una carica brutale."
765,"A shadowy raven whose piercing screech blinds prey before a silent, deadly descent.",Un corvo ombroso il cui stridio acuto acceca la preda prima di una discesa silenziosa e mortale.
766,"A scavenging beast drawn to death’s scent, pouncing upon carrion with razor-sharp claws.","Una bestia spazzina attratta dall'odore della morte, che si avventa sulle carogne con artigli affilati come rasoi."
767,"A warped creature of twisted thought, it shatters minds with psychic assaults and hallucinatory dust.","Una creatura deforme dai pensieri contorti, frantuma le menti con attacchi psichici e polvere allucinatoria."
768,"Its iridescent shell oozes a contagion that jumps targets, while its neon flurry blinds foes in a blink.","Il suo guscio iridescente emana un contagio che colpisce i bersagli, mentre la sua raffica di luci al neon acceca i nemici in un batter d'occhio."
769,"This bloated burrower erupts in writhing swarms of spores, leaving victims wracked with confusion and rot.","Questo gonfio scavatore erutta in sciami contorti di spore, lasciando le vittime sconvolte dalla confusione e dalla putrefazione."
770,"A towering fungus whose rupturing cap spews clouds of hallucinogenic spores, fracturing reality for all.","Un fungo imponente la cui sommità si rompe emettendo nubi di spore allucinogene, frantumando la realtà per tutti."
771,"A hellish flyer forged in magma and sound, its screech ignites the air before it engulfs prey in molten shards.","Un volatile infernale forgiato nel magma e nel suono, il cui stridio incendia l'aria prima di inghiottire la preda in schegge fuse."
772,"A gaunt forest spirit that stalks under moonlight, its hollow eyes striking terror into any who cross its path.","Uno spirito della foresta scarno che si aggira al chiaro di luna, i cui occhi vuoti incutono terrore in chiunque incroci il suo cammino."
773,A warped tree guardian whose gnarled roots lash out to ensnare unwary travelers in the undergrowth.,"Un guardiano degli alberi deforme, le cui radici nodose si protendono verso l'esterno per intrappolare i viaggiatori incauti nel sottobosco."
774,"A once-docile farm beast twisted by dark magics, its mournful bell heralding doom rather than dawn.","Un animale da fattoria un tempo docile, distorto dalla magia oscura, il cui lugubre campanello annuncia la rovina anziché l'alba."
775,"A colossal swamp spider that drapes its webs across the treeline, ensnaring prey in murky waters.","Un ragno di palude colossale che stende le sue ragnatele lungo il limite degli alberi, intrappolando le prede nelle acque torbide."
776,"A nocturnal bandit driven mad by hunger, it swarms foes with claw and fang in savage frenzy.","Un bandito notturno reso folle dalla fame, che attacca i nemici con artigli e zanne in preda a una frenesia selvaggia."
777,A nocturnal winged horror whose hypnotic flutter lulls victims before draining their life essence.,Un orrore alato notturno il cui battito ipnotico culla le vittime prima di prosciugare la loro essenza vitale.
778,"A bloodthirsty predator that preys on livestock, leaving only drained husks in its wake.","Un predatore assetato di sangue che preda il bestiame, lasciando dietro di sé solo carcasse prosciugate."
779,A serpentine cryptid that drags unwary swimmers beneath dark waters with crushing coils.,Una creatura serpentina e misteriosa che trascina i nuotatori incauti nelle acque scure con le sue spire schiaccianti.
780,A swamp-dwelling leviathan with bone-crushing jaws and a hunger for flesh.,"Un leviatano che vive nelle paludi, con fauci che spezzano le ossa e una fame di carne."
781,"A towering tree-like guardian of the woods, it ensnares intruders with gnarled limbs.",Un imponente albero che veglia sui boschi e intrappola gli intrusi con i suoi rami nodosi.
782,"A fearsome cryptid with the body of a lion and a venomous, barbed tail strike that rends armor and flesh alike.",Un temibile criptide con il corpo di un leone e una coda velenosa e uncinata che lacera l'armatura e la carne.
783,"A serpentine matriarch whose gaze turns flesh to stone, and whose venomous hair lashes strike with uncanny precision.",Una matriarca serpentina il cui sguardo trasforma la carne in pietra e le cui ciglia velenose colpiscono con una precisione inquietante.
784,"A gargantuan sea serpent from the deepest trenches, it crushes hulls with its coils and unleashes crushing tidal blasts.","Un gigantesco serpente marino proveniente dalle fosse più profonde, schiaccia gli scafi con le sue spire e scatena devastanti raffiche di marea."
785,An ageless ursine beast with barbed feathers and echoing screeches that distort the flow of time around its prey.,Un'orsa senza tempo con piume uncinate e stridii echeggianti che distorcono il flusso del tempo attorno alla sua preda.
786,A noble sky-king with razor talons and a deafening roar that summons storm winds to buffet its foes.,Un nobile re del cielo dotato di artigli affilati e di un ruggito assordante che scatena venti tempestosi contro i suoi nemici.
787,"An eldritch scarecrow animated by restless spirits, its stitched brim unleashes poltergeist gusts that shred flesh.","Uno spaventapasseri soprannaturale animato da spiriti inquieti, la cui tesa cucita scatena raffiche di poltergeist che lacera la carne."
788,A rune-carved stone imbued with a trapped spirit; its spectral lantern beams disorient foes and summon invisible hands.,Una pietra incisa con rune intrisa di uno spirito intrappolato; i suoi raggi di lanterna spettrale disorientano i nemici ed evocano mani invisibili.
789,"A marionette of splintered wood haunted by a child’s laughter, strings weaving phantom limbs to choke the living.","Una marionetta di legno scheggiato tormentata dalla risata di un bambino, fili che intrecciano arti fantasma per soffocare i vivi."
790,"Bones of the long-dead animated by malevolent force, each joint’s rattle echoes as spectral claws rip at flesh.","Ossa di morti da tempo animate da una forza maligna, il tintinnio di ogni articolazione echeggia mentre artigli spettrali strappano la carne."
791,"An abandoned oil lamp possessed by a wandering spirit, its ghostly glow guides victims into deadly illusions.",Una lampada a olio abbandonata posseduta da uno spirito errante; il suo bagliore spettrale guida le vittime verso illusioni mortali.
792,"A hulking tortoise whose shell hardens like stone, crushing foes with earth-shaking stomps.","Una gigantesca tartaruga il cui carapace si indurisce come la pietra, schiacciando i nemici con passi che fanno tremare la terra."
793,A magma-infused tortoise whose blazing shell immolates anything that dares approach.,"Una tartaruga intrisa di magma, il cui guscio fiammeggiante incenerisce qualsiasi cosa osi avvicinarsi."
794,An ice-clad tortoise whose frozen shell shatters bones with glacial force.,"Una tartaruga ricoperta di ghiaccio, il cui guscio congelato frantuma le ossa con la forza del ghiaccio."
795,"A storm-charged tortoise crackling with lightning, unleashing thunderous shell strikes.","Una tartaruga carica di fulmini, che scoppietta nella tempesta e scatena fragorosi colpi di carapace."
796,"A tidal tortoise commanding ocean currents, flooding foes with wave-crushing shell bashes.","Una tartaruga tidale che controlla le correnti oceaniche, travolgendo i nemici con i suoi colpi di conchiglia che frantumano le onde."
797,A living steel tortoise whose indestructible shell bombards enemies with metallic quakes.,Una tartaruga d'acciaio vivente il cui guscio indistruttibile bombarda i nemici con scosse metalliche.
798,"A wind-swept tortoise riding gale-force gusts, striking with cyclonic shell assaults.","Una tartaruga spazzata dal vento che cavalca raffiche di vento violente, colpendo con attacchi ciclonici di proiettili."
799,"A holy tortoise blessed by dawn’s light, its divine shell smites evil with radiant force.","Una tartaruga sacra benedetta dalla luce dell'alba, il cui guscio divino colpisce il male con forza radiosa."
800,"A blighted tortoise imbued with dark curses, its malevolent shell drains life with each blow.","Una tartaruga malata, permeata di maledizioni oscure, il cui guscio malefico prosciuga la vita a ogni colpo."
801,"A common vermin with sharp teeth and twitchy reflexes, often found scavenging in sewers.","Un parassita comune con denti aguzzi e riflessi nervosi, spesso trovato mentre rovista nelle fogne."
802,"A crude footsoldier of goblin tribes, wielding makeshift weapons and eager for easy prey.","Un rozzo soldato di tribù di goblin, che brandisce armi improvvisate ed è avido di prede facili."
803,"A nimble goblin marksman, picking off foes from a distance with poisoned arrows.","Un agile tiratore goblin, che elimina i nemici da lontano con frecce avvelenate."
804,"A small insect that sprays a virulent acid from its mandibles, dissolving armor.","Un piccolo insetto che spruzza un acido virulento dalle sue mandibole, dissolvendo l'armatura."
805,A shifting ooze that strikes with corrosive slime and can knock foes off balance.,Una melma mutevole che colpisce con una sostanza corrosiva e può far perdere l'equilibrio ai nemici.
806,A volcanic insect whose molten mandibles weld flesh to armor in a single bite.,Un insetto vulcanico le cui mandibole fuse saldano la carne all'armatura in un solo morso.
807,"A scuttling inferno with dozens of burning legs, it scorches tunnels in its path.","Un inferno in corsa con decine di gambe in fiamme, che brucia i tunnel sul suo cammino."
808,: A blazing elemental lord that hurls lava bolts and turns terrain to slag.,:Un signore elementale fiammeggiante che scaglia dardi di lava e trasforma il terreno in scorie.
809,"A towering conflagration given sentience, it sears all in its path.","Un'imponente conflagrazione dotata di sensibilità, che brucia tutto ciò che incontra sul suo cammino."
810,"A fiendish canine wreathed in molten obsidian, its snarls ignite the air.","Un cane diabolico avvolto nell'ossidiana fusa, i cui ringhi infiammano l'aria."
811,"A feral dragon born of magma flows, its molten breath can melt steel.","Un drago selvaggio nato dai flussi di magma, il cui respiro fuso può fondere l'acciaio."
812,"A lithe draconian serpent wreathed in molten rock, its fiery maw incinerates all in its path.","Un agile serpente draconico avvolto nella roccia fusa, le cui fauci infuocate inceneriscono tutto ciò che incontra sul suo cammino."
813,"A hulking construct of fused basalt and brimstone, it slams the earth with cataclysmic force.",Un'imponente costruzione di basalto e zolfo fusi che si abbatte sulla terra con una forza catastrofica.
814,A vicious arachnid whose molten carapace and venomous sting unleash waves of scorching pain.,Un aracnide feroce il cui carapace fuso e il cui pungiglione velenoso scatenano ondate di dolore bruciante.
815,"A legendary avian wreathed in perpetual flame, reborn in eruptions of pure fire and ash.","Un volatile leggendario avvolto in una fiamma perpetua, che rinasce in eruzioni di fuoco e cenere puri."
816,"A wheel of divine retribution, its many eyes judge souls with unwavering gaze.","Una ruota di punizione divina, i cui molteplici occhi giudicano le anime con sguardo risoluto."
817,"A six-winged blaze of righteous fury, veiled in searing light and veined with judgment.","Un bagliore di giusta furia a sei ali, velato da una luce bruciante e venato di giudizio."
818,"A chorus of infant mouths and eyes, their hymns can fell the unworthy in a storm of holiness.","Un coro di bocche e occhi di bambini, i cui inni possono abbattere gli indegni in una tempesta di santità."
819,"A tribunal of living embers, their righteous flames purify evil with scalding decree.","Un tribunale di braci viventi, le cui fiamme giuste purificano il male con un decreto scottante."
820,"The harbinger of divine extinction, its mere presence unravels corruption in holy radiance.","Araldo dell'estinzione divina, la sua semplice presenza disfa la corruzione in uno splendore sacro."
821,A novice monk refining basic strikes and stances with unwavering focus.,Un monaco novizio che perfeziona i colpi e le posizioni di base con incrollabile concentrazione.
822,A dedicated disciple whose iron-clad palms shatter defenses and deliver thunderous blows.,Un discepolo devoto i cui palmi ricoperti di ferro frantuma le difese e sferra colpi fragorosi.
823,A serene master channeling inner calm into devastating Dragon Fist strikes and impenetrable defense.,Un maestro sereno che canalizza la calma interiore in devastanti colpi del Pugno del Drago e in una difesa impenetrabile.
824,"A stealthy lizardfolk stalking the misty bogs, its razor-sharp claws and toxic spit making it a deadly ambush predator.",Un furtivo lucertoloide che si aggira nelle paludi nebbiose; i suoi artigli affilati come rasoi e la sua saliva tossica lo rendono un predatore mortale da agguato.
825,"A hulking lizardfolk with mottled green scales, it prowls marsh edges and ambushes prey with its venom-laced fangs.","Un massiccio lucertoloide dalle scaglie verdi screziate, si aggira ai margini delle paludi e tende imboscate alle prede con le sue zanne ricoperte di veleno."
826,"A towering lizardfolk warlord commanding swamp tribes, its massive claws rend armor and its toxin-coated hide wards off attackers.",Un imponente signore della guerra lucertola che comanda le tribù delle paludi. I suoi enormi artigli lacerano le armature e la sua pelle ricoperta di tossine respinge gli aggressori.
827,"A life‐size wooden dummy possessed by an unseen force, its joints creak as it advances on prey.","Un manichino di legno a grandezza naturale posseduto da una forza invisibile, le cui giunture scricchiolano mentre avanza verso la preda."
828,"A porcelain doll rigged with sinewy strings, its broad grin hides rows of serrated teeth.","Una bambola di porcellana armata di fili nervosi, il cui ampio sorriso nasconde file di denti seghettati."
829,"A towering horror of splintered limbs and tangled cords, able to ensnare victims in unbreakable bonds.","Un orrore imponente fatto di arti scheggiati e corde aggrovigliate, in grado di intrappolare le vittime in legami indistruttibili."
830,A phosphorescent earthworm that illuminates caverns before crushing intruders under its bulk.,Un lombrico fosforescente che illumina le caverne prima di schiacciare gli intrusi sotto la sua mole.
831,A glass-encrusted stalker whose prismatic hide refracts light into lethal lasers.,"Uno stalker ricoperto di vetro, la cui pelle prismatica rifrange la luce in laser letali."
832,A cavernous beast whose gaping throat emits concussive screams that shatter stone.,Una bestia cavernosa la cui gola spalancata emette urla fragorose che frantumano la pietra.
833,A tiny croaking amphibian barely bigger than a pebble,"Un piccolo anfibio gracidante, appena più grande di un ciottolo"
834,A warty humanoid that skulks among reeds,Un umanoide verrucoso che si nasconde tra le canne
835,A leech-like wretch that drags victims into sludge,Un miserabile simile a una sanguisuga che trascina le vittime nel fango
836,A venomous arachnid weaving webs across murky pools,Un aracnide velenoso che tesse ragnatele in pozze torbide
837,"A twisted mass of moss and bone, oozing toxic slime","Una massa contorta di muschio e ossa, che trasuda melma tossica"
838,A colossal leech that can drain life in a single bite,Una sanguisuga colossale che può prosciugare la vita in un solo morso
839,A walking tree bristling with thorny vines,Un albero che cammina irto di viticci spinosi
840,A multi-headed beast spewing venomous mist,Una bestia dalle molte teste che sputa nebbia velenosa
841,An animated construct of mud and bone,Un costrutto animato di fango e ossa
842,A colossal monstrosity that shakes the marsh with each step,Una mostruosità colossale che scuote la palude ad ogni passo
843,"The apex predator of the swamp, breathing corrosive fog","Il predatore di vertice della palude, che respira nebbia corrosiva"
844,"A tiny sapling animated by forest magic, it lashes out with thorny tendrils","Un piccolo alberello animato dalla magia della foresta, si scaglia con viticci spinosi"
845,A young arboreal warrior whose bark-encrusted hide absorbs blows,Un giovane guerriero arboricolo la cui pelle incrostata di corteccia assorbe i colpi
846,A forest mystic who channels wood spirits to curse and bind foes,Un mistico della foresta che canalizza gli spiriti del legno per maledire e legare i nemici
847,"A silent hunter of the undergrowth, its bark-patterned skin makes it nearly invisible","Un cacciatore silenzioso del sottobosco, la sua pelle con motivi a corteccia lo rende quasi invisibile"
848,An ancient treant whose gnarled limbs crush intruders and whose branches summon vines,Un antico treant i cui arti nodosi schiacciano gli intrusi e i cui rami evocano viti
849,"A river rodent in iron-like pelt, it rams foes with sod-burrowing ferocity.","Un roditore di fiume dalla pelliccia simile al ferro, che si avventa sui nemici con una ferocia tale da scavare buche."
850,"A savage hopper with sinewy legs, it delivers bone-crushing kicks and pummels with gnashing jaws.","Un saltatore selvaggio con zampe muscolose, che sferra calci devastanti e colpisce con mascelle affilate."
851,"A bandit-masked scavenger that raids camps under moonlight, pilfering treasures and spreading plague.","Uno sciacallo mascherato da bandito che razzia gli accampamenti al chiaro di luna, rubando tesori e diffondendo la peste."
852,A hulking reef-dweller whose crushing pincers can trap prey in place.,"Un imponente abitante della barriera corallina, le cui chele affilate riescono a intrappolare la preda sul posto."
853,A swift burrower whose burst of spines deters any would-be attacker.,Un veloce scavatore la cui esplosione di spine scoraggia qualsiasi potenziale aggressore.
854,"Encased in an impenetrable shell, it rams foes with surprising force.","Racchiuso in un guscio impenetrabile, si avventa sui nemici con una forza sorprendente."
855,A swarming mass that overwhelms foes with coordinated pincers.,Una massa brulicante che travolge i nemici con tenaglie coordinate.
856,A cloud of fluttering wings that disorients with hallucinogenic dust.,Una nuvola di ali svolazzanti che disorienta con polvere allucinogena.
857,A silent flier that strikes from above with talons honed by moonlight.,Un volatore silenzioso che colpisce dall'alto con artigli affilati dalla luce della luna.
858,"A cadre of dark-feathered hunters that dive in unison, sowing panic.","Un gruppo di cacciatori dalle piume scure che si lanciano all'unisono, seminando il panico."
859,A lumbering behemoth that leaves an acidic trail and withstands any blow.,Un gigantesco animale che lascia una scia acida e resiste a qualsiasi colpo.
860,A shifting mass of stinging pseudopods that engulfs any who draw near.,Una massa mobile di pseudopodi urticanti che inghiotte chiunque si avvicini.
