id,name,note,category,drop1_id,drop1_name,drop1_probability,drop2_id,drop2_name,drop2_probability
84,"Master Chen","LV: 57 | A legendary Karate master with decades of combat experience and unparalleled technique.<Char:$MasterIllusionist>
<Archetype: Humanoid>
<Biome: Caves, Forest, Grasslands, Plains, Sewers>
<Speed: 3>
<Movement: Approach>
<It: Un leggendario maestro di karate con decenni di esperienza di combattimento e una tecnica senza pari.>",biological,0571,"Leather",1/3,0574,"Meat",1/2
85,"Diego 'Jaguar' Rodriguez","LV: 61 | A world-renowned Capoeira fighter known for his fluid, dance-like combat style and devastating kicks.<Char:$OrcReaver>
<Archetype: Humanoid>
<Biome: Caves>
<Speed: 3>
<Movement: Approach>
<It: Un combattente di Capoeira di fama mondiale, noto per il suo stile di combattimento fluido e simile a una danza, e per i suoi calci devastanti.>",biological,0574,"Meat",1/3,,"",
86,"Viktor 'Iron Fist' Volkov","LV: 65 | A former boxing champion with devastating punching power and an unbreakable spirit.<Char:$FireGiant>
<Archetype: Humanoid>
<Biome: Spirit Realm>
<Speed: 3>
<Movement: Approach>
<It: Un ex campione di pugilato dotato di pugni dalla potenza devastante e di uno spirito indistruttibile.>",spirit,0579,"Arcane Essence",1/2,,"",
87,"Akira Tanaka","LV: 59 | A Wing Chun grandmaster with extraordinary defensive skills and lightning-fast counter-attacks.<Char:$FlutteringPixie>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un gran maestro di Wing Chun dotato di straordinarie capacità difensive e contrattacchi fulminei.>",biological,0571,"Leather",1/4,,"",
88,"Rashid Al-Sayf","LV: 62 | A legendary Muay Thai fighter renowned for his devastating knee and elbow techniques.<Char:$RadiantPaladin>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un leggendario combattente di Muay Thai, famoso per le sue devastanti tecniche di ginocchia e gomitate.>",biological,0573,"Bone",1/4,,"",
89,"Elena 'Shadow' Rodriguez","LV: 55 | A PSI master with unparalleled fluid combat movements and psychological warfare techniques.<Char:$ElfBladedancer>
<Archetype: Humanoid>
<Biome: Caves>
<Speed: 3>
<Movement: Approach>
<It: Un maestro PSI dotato di movimenti di combattimento fluidi e tecniche di guerra psicologica senza pari.>",biological,0573,"Bone",1/5,,"",
90,"Morgana the Bloodweaver","LV: 66 | A dark sorceress who manipulates blood magic and harvests life essence from her victims.<Char:$GhastlyEye>
<Archetype: Humanoid>
<Biome: Underdark>
<Speed: 3>
<Movement: Approach>
<It: Una strega oscura che manipola la magia del sangue e raccoglie l'essenza vitale dalle sue vittime.>",biological,0571,"Leather",1/5,0573,"Bone",1/4
91,"Lilith the Corruptor","LV: 62 | A master of psychological manipulation who breaks minds as easily as casting spells.<Char:$DarkelfSpellslinger>
<Archetype: Humanoid>
<Biome: Cultist Lair, Underdark>
<Speed: 3>
<Movement: Approach>
<It: Un maestro della manipolazione psicologica che spezza le menti con la stessa facilità con cui lancia incantesimi.>",biological,0571,"Leather",1/4,,"",
92,"Ravenna the Shadowbinder","LV: 70 | A witch who manipulates perceptions and traps souls in nightmarish alternate realities.<Char:$DarkelfSpellslinger>
<Archetype: Humanoid>
<Biome: Forest, Sacred Grove, Underdark>
<Speed: 3>
<Movement: Approach>
<It: Una strega che manipola le percezioni e intrappola le anime in realtà alternative da incubo.>",biological,0574,"Meat",1/4,,"",
93,"Hecate the Plague Mistress","LV: 64 | A witch who commands plagues, poisons, and can silence her enemies with deadly magic.<Char:$ElfEnchanter>
<Archetype: Humanoid>
<Biome: Forest, Sacred Grove, Sewers, Swamp>
<Speed: 3>
<Movement: Approach>
<It: Una strega che comanda pestilenze e veleni e può mettere a tacere i suoi nemici con una magia mortale.>",biological,0574,"Meat",1/3,0573,"Bone",1/3
94,"Esmeralda the Dream Weaver","LV: 61 | A mystic who can trap victims in recursive dreams and unravel their sanity.<Char:$ElfEnchanter>
<Archetype: Humanoid>
<Biome: Dreamscape, Sacred Grove>
<Speed: 3>
<Movement: Approach>
<It: Un mistico che può intrappolare le vittime in sogni ricorsivi e compromettere la loro sanità mentale.>",biological,0571,"Leather",1/5,0574,"Meat",1/2
95,"Selene the Void Witch","LV: 74 | A witch who channels the raw, destructive power of the void, warping reality itself.<Char:$GnomeMage>
<Archetype: Voidspawn>
<Biome: Eldritch Dimension, Forest, Sacred Grove, Underdark>
<Speed: 3>
<Movement: Random>
<It: Una strega che canalizza il potere grezzo e distruttivo del vuoto, deformando la realtà stessa.>",biological,0573,"Bone",1/3,0574,"Meat",1/4
96,"Magma Titan","LV: 109 | A colossal elemental construct of living magma, encased in volcanic rock armor.<Char:$FireElemental>
<Archetype: Elemental>
<Biome: Highlands, Mountains, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Un colossale costrutto elementare di magma vivente, racchiuso in un'armatura di roccia vulcanica.>",elemental,0579,"Arcane Essence",1/5,0580,"Ethereal Shard",1/5
97,"Frost Colossus","LV: 116 | A massive elemental being of living ice, its body a fortress of frozen crystal and unbreakable frost.<Char:$Frosthul>
<Archetype: Elemental>
<Biome: Crystal Caves, Glacial Wastes, Mountains, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un enorme essere elementale fatto di ghiaccio vivente, il cui corpo è una fortezza di cristallo ghiacciato e gelo infrangibile.>",crystalline,0569,"Glass",1/3,,"",
98,"Storm Behemoth","LV: 105 | A thunderous elemental giant, crackling with electrical energy and armored in lightning-forged plates.<Char:$FrostGiant>
<Archetype: Elemental>
<Biome: Glacial Wastes, Highlands, Sky Isles, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un gigante elementale tonante, scoppiettante di energia elettrica e rivestito di corazze forgiate dai fulmini.>",elemental,0579,"Arcane Essence",1/6,,"",
99,"Tsunami Guardian","LV: 109 | A colossal water elemental, its body a living current of crushing hydraulic pressure.<Char:$FrostGiant>
<Archetype: Elemental>
<Biome: Lake, Glacial Wastes, Ruins, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un colossale elementare d'acqua, il cui corpo è una corrente vivente di schiacciante pressione idraulica.>",elemental,0579,"Arcane Essence",1/6,,"",
100,"Earth Sentinel","LV: 124 | A mountain-like elemental construct of living stone, immovable and devastatingly powerful.<Char:$OvergrownEarthworm>
<Archetype: Elemental>
<Biome: Mountains, Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Una costruzione elementare simile a una montagna, fatta di pietra viva, immobile e devastantemente potente.>",elemental,0580,"Ethereal Shard",1/5,0579,"Arcane Essence",1/4
101,"Wind Leviathan","LV: 101 | A massive elemental composed of swirling hurricane winds, its form a living tempest of destruction.<Char:$WarpLord>
<Archetype: Elemental>
<Biome: Coastal, Sky Isles>
<Speed: 4>
<Movement: Approach>
<It: Un enorme elementale composto da vorticosi venti da uragano, la cui forma è una tempesta vivente di distruzione.>",biological,0574,"Meat",1/2,,"",
102,"Golden Mimic","LV: 35 | A rare shapeshifting creature that appears as a treasure chest, packed with valuable loot.<Char:$HungryMimic>
<Archetype: Mutant>
<Biome: Abandoned Mines, Ancient Crypt, Caves>
<Speed: 3>
<Movement: Random>
<It: Una rara creatura mutaforma che appare come uno scrigno del tesoro, pieno di bottino di valore.>",biological,0574,"Meat",1/3,0571,"Leather",1/4
103,"Merchant's Nightmare","LV: 43 | A mysterious entity that seems to carry the accumulated wealth of multiple merchants.<Char:$MasterfulVenomancer>
<Archetype: Demon>
<Biome: Cursed Lands, Dreamscape>
<Speed: 4>
<Movement: Approach>
<It: Un'entità misteriosa che sembra trasportare la ricchezza accumulata da numerosi mercanti.>",biological,0574,"Meat",1/4,0571,"Leather",1/3
104,"Crystal Hoarder","LV: 50 | A crystalline being that has accumulated treasures from countless adventurers throughout centuries.<Char:$Adamantium Golem>
<Archetype: CrystalEntity>
<Biome: Abandoned Mines, Caves, Crystal Caves, Highlands, Mountains>
<Speed: 3>
<Movement: Random>
<It: Un essere cristallino che ha accumulato tesori da innumerevoli avventurieri nel corso dei secoli.>",golem,0565,"Steel ingot",1/4,,"",
105,"Treasure Golem","LV: 59 | An animated construct made entirely of treasure, protecting its accumulated wealth.<Char:$ClayGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains>
<Speed: 2>
<Movement: Approach>
<It: Una costruzione animata realizzata interamente con tesori, che protegge la ricchezza accumulata.>",golem,0566,"Titanium ingot",1/5,,"",
106,"Luck Elemental","LV: 37 | A rare ethereal being that embodies fortune itself, materializing valuable treasures.<Char:$FireElemental>
<Archetype: Elemental>
<Biome: Plains>
<Speed: 6>
<Movement: Fleeing>
<It: Un raro essere etereo che incarna la fortuna stessa, materializzando tesori preziosi.>",biological,0574,"Meat",1/2,,"",
107,"Quantum Vault Keeper","LV: 54 | A multidimensional entity that guards treasures from across multiple realities.<Char:$AbyssalBaron>
<Archetype: Robot>
<Biome: Astral Plane, Eldritch Dimension, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un'entità multidimensionale che custodisce tesori provenienti da molteplici realtà.>",mechanical,0581,"Quantum Core",1/12,0582,"Circuit Board",1/5
108,"Sewer Rat","LV: 5 | A common sewer rat. Fast but weak, it can occasionally blind its opponents with dirt or create small nuisance magic.<Char:$GiantRat>
<Archetype: Beast>
<Biome: Forest, Grasslands, Plains, Sewers>
<Speed: 4>
<Movement: Approach>
<It: Un comune ratto di fogna. Veloce ma debole, può occasionalmente accecare i suoi avversari con la terra o creare piccoli effetti magici.>",biological,0571,"Leather",1/3,,"",
109,"Forest Archer","LV: 31 | A skilled archer who blends into forest environments for ambush attacks<Char:$LizardfolkArcher>
<Archetype: Humanoid>
<Biome: Forest>
<Speed: 3>
<Movement: Approach>
<It: Un arciere esperto che si mimetizza negli ambienti forestali per attacchi di imboscata>",biological,0571,"Leather",1/5,,"",
110,"Gorgon Queen","LV: 47 | Serpent-haired woman with a petrifying gaze<Char:$IllustriousQueen>
<Archetype: Humanoid>
<Biome: Ruins, Secret Laboratory, Sky Isles>
<Speed: 3>
<Movement: Approach>
<It: Donna dai capelli serpentini con uno sguardo pietrificante>",biological,0571,"Leather",1/5,,"",
111,"Corrupted Knight","LV: 57 | Once a noble warrior now consumed by darkness<Char:$GnomeWizard>
<Archetype: Humanoid>
<Biome: Underdark, Urban>
<Speed: 3>
<Movement: Approach>
<It: Un tempo nobile guerriero, ora consumato dall'oscurità>",biological,0571,"Leather",1/3,,"",
112,"Flame Elemental","LV: 42 | Living manifestation of fire with a volatile temperament<Char:$FireCentipede>
<Archetype: Elemental>
<Biome: Volcano>
<Speed: 4>
<Movement: Approach>
<It: Manifestazione vivente del fuoco dal temperamento volatile>",biological,0573,"Bone",1/4,,"",
113,"Aquatic Elemental","LV: 40 | Fluid being composed of living water that can change shape at will<Char:$FireGiant>
<Archetype: Elemental>
<Biome: Deep Sea, Lake>
<Speed: 4>
<Movement: Approach>
<It: Fluido composto da acqua viva che può cambiare forma a piacimento>",biological,0571,"Leather",1/4,,"",
114,"Earth Elemental","LV: 61 | Living stone creature with tremendous strength and endurance<Char:$Firemaw>
<Archetype: Elemental>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Creatura di pietra vivente con una forza e una resistenza straordinarie>",elemental,0579,"Arcane Essence",1/4,,"",
115,"Air Elemental","LV: 33 | Barely visible entity of swirling winds with great speed and agility<Char:$FrostMagus>
<Archetype: Elemental>
<Biome: Glacial Wastes, Secret Laboratory, Sky Isles, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Entità appena visibile di venti vorticosi con grande velocità e agilità>",elemental,0578,"Acidic Solution",1/4,,"",
116,"Vampire Lord","LV: 54 | Ancient undead noble who feeds on blood and commands the night<Char:$DarkElfLord>
<Archetype: Undead>
<Biome: Ancient Crypt, Necropolis, Underdark>
<Speed: 2>
<Movement: Approach>
<It: Antico nobile non morto che si nutre di sangue e comanda la notte>",vampire,0574,"Meat",1/3,0573,"Bone",1/4
117,"Abyssal Fiend","LV: 62 | Demonic entity summoned from the darkest depths of the underworld<Char:$BeastlyImpalerIdleSide>
<Archetype: Demon>
<Biome: Cursed Lands, Underdark>
<Speed: 4>
<Movement: Approach>
<It: Entità demoniaca evocata dalle profondità più oscure degli inferi>",biological,0573,"Bone",1/3,,"",
118,"Multi-Headed Hydra","LV: 76 | Reptilian monster with multiple heads that grow back when severed<Char:$MasterIllusionist>
<Archetype: Reptilian>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Mostro rettiliano con più teste che ricrescono quando vengono mozzate>",biological,0574,"Meat",1/2,0571,"Leather",1/5
119,"Labyrinth Guardian","LV: 60 | Bull-headed humanoid with immense strength and a battle axe<Char:$LeapingFrog>
<Archetype: Humanoid>
<Biome: Caves, Ruins>
<Speed: 3>
<Movement: Approach>
<It: Umanoide dalla testa di toro con immensa forza e un'ascia da battaglia>",biological,0573,"Bone",1/3,,"",
120,"Luminous Jellyfish","LV: 36 | Bioluminescent creature that can control minds with hypnotic light patterns<Char:$LeeringLevithan>
<Archetype: AquaticFish>
<Biome: Deep Sea>
<Speed: 3>
<Movement: Random>
<It: Creatura bioluminescente in grado di controllare le menti con modelli di luce ipnotici>",biological,0573,"Bone",1/5,0574,"Meat",1/4
121,"Military Cyborg","LV: 60 | Half-human, half-machine warrior with advanced combat capabilities<Char:$MatureBlackDragon>
<Archetype: Robot>
<Biome: Caves, Highlands, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Guerriero metà umano e metà macchina con capacità di combattimento avanzate>",mechanical,0581,"Quantum Core",1/12,,"",
122,"Combat Drone","LV: 46 | Autonomous flying machine equipped with advanced weaponry<Char:$GhastlyEye>
<Archetype: Drone>
<Biome: Abandoned Mines, Caves, Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Macchina volante autonoma dotata di armamenti avanzati>",mechanical,0581,"Quantum Core",1/10,,"",
123,"Battle Mech","LV: 69 | Heavy combat robot with powerful ranged and melee capabilities<Char:$BabyIronDragon>
<Archetype: Robot>
<Biome: Caves, Highlands, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Robot da combattimento pesante con potenti capacità a distanza e in mischia>",mechanical,0583,"Microchip",1/5,0584,"Battery Cell",1/6
124,"Sacred Phoenix","LV: 58 | Legendary fire bird that rises from its own ashes when defeated<Char:$Scumdreg>
<Archetype: Bird>
<Biome: Plains>
<Speed: 5>
<Movement: Approach>
<It: Leggendario uccello di fuoco che risorge dalle proprie ceneri quando viene sconfitto>",biological,0574,"Meat",1/4,,"",
125,"Ancient Dragon","LV: 98 | Powerful winged reptile with devastating breath weapons and ancient knowledge<Char:$AncientBlueDragon>
<Archetype: Dragon>
<Biome: Ancient Crypt, Highlands>
<Speed: 5>
<Movement: Approach>
<It: Potente rettile alato con armi di respiro devastanti e antica conoscenza>",dragon,0577,"Oil Flask",1/3,,"",
126,"Spectral Wisp","LV: 33 | Ghostly ball of light that leads travelers astray and drains life force<Char:$Seaspray>
<Archetype: Ghost>
<Biome: Secret Laboratory, Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Sfera di luce spettrale che fuorvia i viaggiatori e prosciuga la forza vitale>",spirit,0579,"Arcane Essence",1/3,,"",
127,"Mountain Ogre","LV: 75 | Massive, strong humanoid with thick skin and primitive but devastating attacks<Char:$MatureBlueDragon>
<Archetype: Humanoid>
<Biome: Highlands, Mountains, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Umanoide massiccio e forte con pelle spessa e attacchi primitivi ma devastanti>",biological,0571,"Leather",1/4,,"",
128,"Taxidoggo","LV: 10 | A common woodland rodent, slightly larger and more aggressive than normal.<Char:$Thokrend>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un roditore comune dei boschi, leggermente più grande e aggressivo del normale.>",biological,0574,"Meat",1/3,,"",
129,"Gray Wolf","LV: 16 | A common predator that hunts in packs. Swift and dangerous when hungry.<Char:$ArcticWolf>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un predatore comune che caccia in branco. Veloce e pericoloso quando ha fame.>",biological,0573,"Bone",1/3,,"",
130,"Brown Bear","LV: 30 | A powerful forest predator with immense strength and thick fur.<Char:$BugbearBasher>
<Archetype: Beast>
<Biome: Forest, Mountains>
<Speed: 4>
<Movement: Approach>
<It: Un potente predatore della foresta dotato di immensa forza e folta pelliccia.>",biological,0573,"Bone",1/4,,"",
131,"Venomous Snake","LV: 13 | A deadly reptile with potent venom that can blind and poison its prey.<Char:$AshSpider>
<Archetype: Serpent>
<Biome: Caves>
<Speed: 4>
<Movement: Approach>
<It: Un rettile mortale dotato di un veleno potente che può accecare e avvelenare la preda.>",biological,0571,"Leather",1/3,,"",
132,"Wild Boar","LV: 26 | An aggressive forest dweller with sharp tusks and a bad temper.<Char:$WarpSkull>
<Archetype: Beast>
<Biome: Forest>
<Speed: 4>
<Movement: Approach>
<It: Un abitante aggressivo delle foreste, dotato di zanne affilate e di un pessimo carattere.>",biological,0573,"Bone",1/3,0571,"Leather",1/5
133,"Black Panther","LV: 25 | A stealthy jungle predator with incredible agility and sharp claws.<Char:$BabyWhiteDragon>
<Archetype: Beast>
<Biome: Highlands>
<Speed: 4>
<Movement: Approach>
<It: Un predatore furtivo della giungla dotato di incredibile agilità e artigli affilati.>",biological,0573,"Bone",1/5,0571,"Leather",1/5
